CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;EXPORTCRM
C  1779; S.G.C. SRL;;NULL;FTI/2016/5019;Fatt. clienti italia;5019;2016-11-25 00:00:00.000;2016;FTI;5019;;2016-11-25 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-03-10 00:00:00.000;1138.2600;S.G.C. SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;115611;439793
C  1779; S.G.C. SRL;;NULL;FTI/2016/513;Fatt. clienti italia;513;2016-02-05 00:00:00.000;2016;FTI;513;;2016-02-05 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2016-06-10 00:00:00.000;2151.7800;SAPONIFICIO GIANASSO SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;72072;409000
C  1779; S.G.C. SRL;;NULL;FTI/2016/52;Fatt. clienti italia;52;2016-01-08 00:00:00.000;2016;FTI;52;;2016-01-08 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2016-05-10 00:00:00.000;5174.9400;SAPONIFICIO GIANASSO SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;68468;405813
C  1779; S.G.C. SRL;;NULL;FTI/2016/5242;Fatt. clienti italia;5242;2016-12-09 00:00:00.000;2016;FTI;5242;;2016-12-09 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-04-10 00:00:00.000;7636.9000;PINK FROGS SRL VIA SARDEGNA 72 PIEVE EMANUELE MI;118180;441420
C  1779; S.G.C. SRL;;NULL;FTI/2016/5350;Fatt. clienti italia;5350;2016-12-16 00:00:00.000;2016;FTI;5350;;2016-12-16 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-04-10 00:00:00.000;1058.9600;PINK FROGS SRL VIA SARDEGNA 72 PIEVE EMANUELE MI;118806;442136
C  1779; S.G.C. SRL;;NULL;FTI/2016/652;Fatt. clienti italia;652;2016-02-12 00:00:00.000;2016;FTI;652;;2016-02-12 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2016-06-10 00:00:00.000;4681.7500;SAPONIFICIO GIANASSO SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;73158;409537
C  1779; S.G.C. SRL;;NULL;FTI/2017/104;Fatt. clienti italia;104;2017-01-13 00:00:00.000;2017;FTI;104;;2017-01-13 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-05-10 00:00:00.000;33835.4800;S.G.C. SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;121198;443712
C  1779; S.G.C. SRL;;NULL;FTI/2017/1080;Fatt. clienti italia;1080;2017-03-10 00:00:00.000;2017;FTI;1080;;2017-03-10 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-07-10 00:00:00.000;702.7200;PINK FROGS SRL VIA SARDEGNA 72 PIEVE EMANUELE MI;133371;450806
C  1779; S.G.C. SRL;;NULL;FTI/2017/1443;Fatt. clienti italia;1443;2017-03-31 00:00:00.000;2017;FTI;1443;;2017-03-31 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-07-10 00:00:00.000;3904.0000;S.G.C. SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;135455;453029
C  1779; S.G.C. SRL;;NULL;FTI/2017/1715;Fatt. clienti italia;1715;2017-04-14 00:00:00.000;2017;FTI;1715;;2017-04-14 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-09-10 00:00:00.000;219.6000;S.G.C. SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;138419;454604
C  1779; S.G.C. SRL;;NULL;FTI/2017/1934;Fatt. clienti italia;1934;2017-04-28 00:00:00.000;2017;FTI;1934;;2017-04-28 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-09-10 00:00:00.000;1576.2400;S.G.C. SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;140166;455832
C  1779; S.G.C. SRL;;NULL;FTI/2017/2913;Fatt. clienti italia;2913;2017-06-23 00:00:00.000;2017;FTI;2913;;2017-06-23 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-10-10 00:00:00.000;4030.8800;PINK FROGS SRL VIA SARDEGNA 72 PIEVE EMANUELE MI;149721;462678
C  1779; S.G.C. SRL;;NULL;FTI/2017/3632;Fatt. clienti italia;3632;2017-08-04 00:00:00.000;2017;FTI;3632;;2017-08-04 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-12-10 00:00:00.000;13981.2000;S.G.C. SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;155469;467306
C  1779; S.G.C. SRL;;NULL;FTI/2017/368;Fatt. clienti italia;368;2017-01-31 00:00:00.000;2017;FTI;368;;2017-01-31 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-05-10 00:00:00.000;1072.0800;S.G.C. SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;124055;445732
C  1779; S.G.C. SRL;;NULL;FTI/2017/3717;Fatt. clienti italia;3717;2017-08-25 00:00:00.000;2017;FTI;3717;;2017-08-25 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-12-10 00:00:00.000;976.0000;PINK FROGS SRL VIA SARDEGNA 72 PIEVE EMANUELE MI;156511;468189
C  1779; S.G.C. SRL;;NULL;FTI/2017/3943;Fatt. clienti italia;3943;2017-09-08 00:00:00.000;2017;FTI;3943;;2017-09-08 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2018-01-10 00:00:00.000;732.0000;S.G.C. SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;NULL;469780
C  1779; S.G.C. SRL;;NULL;FTI/2017/855;Fatt. clienti italia;855;2017-02-28 00:00:00.000;2017;FTI;855;;2017-02-28 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-06-10 00:00:00.000;8266.7200;PINK FROGS SRL VIA SARDEGNA 72 PIEVE EMANUELE MI;129054;449384
C  1779; S.G.C. SRL;;NULL;FTI/2017/966;Fatt. clienti italia;966;2017-03-03 00:00:00.000;2017;FTI;966;;2017-03-03 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;2017-07-10 00:00:00.000;580.7200;PINK FROGS SRL VIA SARDEGNA 72 PIEVE EMANUELE MI;129891;450134
C  2554;1950 - LA SORGENTE SRL;A    62;SILVIA MORARA;FTI/2016/1906;Fatt. clienti italia;1906;2016-04-29 00:00:00.000;2016;FTI;1906;;2016-04-29 00:00:00.000;FRANCO DESTINO;VISTA FATTURA;2016-04-29 00:00:00.000;167.7500;;86372;417831
C  2554;1950 - LA SORGENTE SRL;A    62;SILVIA MORARA;FTI/2017/146;Fatt. clienti italia;146;2017-01-13 00:00:00.000;2017;FTI;146;;2017-01-13 00:00:00.000;FRANCO DESTINO;VISTA FATTURA;2017-01-13 00:00:00.000;183.0000;;121274;443755
C   338;2 C COSMETICS SRL;A    30;COSMETIC & SOLUTIONS di SERAFINI SABRINA;FTI/2016/4987;Fatt. clienti italia;4987;2016-11-25 00:00:00.000;2016;FTI;4987;;2016-11-25 00:00:00.000;FRANCO DESTINO;ANTICIPATO;2016-11-25 00:00:00.000;117.4300;2 C COSMETICS SRL ZONA INDUSTRIALE S. CARLO CALVI DELL'UMBRIA  TR;115579;439753
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/107;Fatt. clienti italia;107;2016-01-15 00:00:00.000;2016;FTI;107;;2016-01-15 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-04-30 00:00:00.000;1590.8800;;68715;406496
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/1075;Fatt. clienti italia;1075;2016-03-11 00:00:00.000;2016;FTI;1075;;2016-03-11 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-06-30 00:00:00.000;11188.6200;;77355;412661
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/1202;Fatt. clienti italia;1202;2016-03-18 00:00:00.000;2016;FTI;1202;;2016-03-18 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-06-30 00:00:00.000;6539.8100;;78314;413181
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/1307;Fatt. clienti italia;1307;2016-03-31 00:00:00.000;2016;FTI;1307;;2016-03-31 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-06-30 00:00:00.000;6093.9000;;80826;414673
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/1462;Fatt. clienti italia;1462;2016-04-08 00:00:00.000;2016;FTI;1462;;2016-04-08 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-07-31 00:00:00.000;12026.0300;;80984;415638
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/1609;Fatt. clienti italia;1609;2016-04-15 00:00:00.000;2016;FTI;1609;;2016-04-15 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-07-31 00:00:00.000;10188.2200;;83559;416485
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/1723;Fatt. clienti italia;1723;2016-04-22 00:00:00.000;2016;FTI;1723;;2016-04-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-07-31 00:00:00.000;4491.0000;;84723;417424
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/18;Fatt. clienti italia;18;2016-01-08 00:00:00.000;2016;FTI;18;;2016-01-08 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-04-30 00:00:00.000;4241.9400;;68432;405779
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/1939;Fatt. clienti italia;1939;2016-05-06 00:00:00.000;2016;FTI;1939;;2016-05-06 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-09-10 00:00:00.000;11933.6100;;86407;418733
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/2094;Fatt. clienti italia;2094;2016-05-13 00:00:00.000;2016;FTI;2094;;2016-05-13 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-09-10 00:00:00.000;3423.5600;;88201;419719
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/2213;Fatt. clienti italia;2213;2016-05-20 00:00:00.000;2016;FTI;2213;;2016-05-20 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-09-10 00:00:00.000;6659.6800;;89751;420629
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/2339;Fatt. clienti italia;2339;2016-05-31 00:00:00.000;2016;FTI;2339;;2016-05-31 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-09-10 00:00:00.000;4758.0000;;89988;421179
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/237;Fatt. clienti italia;237;2016-01-22 00:00:00.000;2016;FTI;237;;2016-01-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-04-30 00:00:00.000;3256.1800;;69403;407049
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/2479;Fatt. clienti italia;2479;2016-06-10 00:00:00.000;2016;FTI;2479;;2016-06-10 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-09-30 00:00:00.000;23574.0600;;91618;422300
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/2638;Fatt. clienti italia;2638;2016-06-17 00:00:00.000;2016;FTI;2638;;2016-06-17 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-09-30 00:00:00.000;2569.6300;;92843;423231
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/2748;Fatt. clienti italia;2748;2016-06-24 00:00:00.000;2016;FTI;2748;;2016-06-24 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-09-30 00:00:00.000;7643.3000;;95447;424100
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/2960;Fatt. clienti italia;2960;2016-07-08 00:00:00.000;2016;FTI;2960;;2016-07-08 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-10-31 00:00:00.000;28358.1700;;96222;425736
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/3116;Fatt. clienti italia;3116;2016-07-15 00:00:00.000;2016;FTI;3116;;2016-07-15 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-10-31 00:00:00.000;8024.5500;;97960;426633
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/3329;Fatt. clienti italia;3329;2016-07-29 00:00:00.000;2016;FTI;3329;;2016-07-29 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-10-31 00:00:00.000;1620.7700;;99753;428105
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/348;Fatt. clienti italia;348;2016-01-29 00:00:00.000;2016;FTI;348;;2016-01-29 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-04-30 00:00:00.000;4061.3800;;70205;407577
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/3541;Fatt. clienti italia;3541;2016-08-31 00:00:00.000;2016;FTI;3541;;2016-08-31 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-11-30 00:00:00.000;10195.2400;;102929;429891
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/3655;Fatt. clienti italia;3655;2016-09-09 00:00:00.000;2016;FTI;3655;;2016-09-09 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-01-10 00:00:00.000;16593.8300;;105259;431021
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/3820;Fatt. clienti italia;3820;2016-09-16 00:00:00.000;2016;FTI;3820;;2016-09-16 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-01-10 00:00:00.000;3461.7500;;105378;431813
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/3943;Fatt. clienti italia;3943;2016-09-23 00:00:00.000;2016;FTI;3943;;2016-09-23 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-01-10 00:00:00.000;2173.3100;;106486;432683
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/4060;Fatt. clienti italia;4060;2016-09-30 00:00:00.000;2016;FTI;4060;;2016-09-30 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-01-10 00:00:00.000;9392.4800;;107564;433375
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/4178;Fatt. clienti italia;4178;2016-10-07 00:00:00.000;2016;FTI;4178;;2016-10-07 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-01-31 00:00:00.000;3541.0500;;108787;434298
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/4309;Fatt. clienti italia;4309;2016-10-14 00:00:00.000;2016;FTI;4309;;2016-10-14 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-01-31 00:00:00.000;7606.7000;;111438;434988
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/4428;Fatt. clienti italia;4428;2016-10-21 00:00:00.000;2016;FTI;4428;;2016-10-21 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-01-31 00:00:00.000;8106.2900;;111635;435945
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/459;Fatt. clienti italia;459;2016-02-05 00:00:00.000;2016;FTI;459;;2016-02-05 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-05-31 00:00:00.000;13671.9300;;72147;408944
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/4649;Fatt. clienti italia;4649;2016-11-04 00:00:00.000;2016;FTI;4649;;2016-11-04 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-02-28 00:00:00.000;21824.5800;;113583;437499
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/4748;Fatt. clienti italia;4748;2016-11-11 00:00:00.000;2016;FTI;4748;;2016-11-11 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-02-28 00:00:00.000;12111.8600;;114557;438392
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/4875;Fatt. clienti italia;4875;2016-11-18 00:00:00.000;2016;FTI;4875;;2016-11-18 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-02-28 00:00:00.000;4556.7000;;115681;439126
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/4985;Fatt. clienti italia;4985;2016-11-25 00:00:00.000;2016;FTI;4985;;2016-11-25 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-02-28 00:00:00.000;11271.5800;;115577;439751
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/5174;Fatt. clienti italia;5174;2016-12-09 00:00:00.000;2016;FTI;5174;;2016-12-09 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-03-31 00:00:00.000;22618.5000;;118255;441351
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/5314;Fatt. clienti italia;5314;2016-12-16 00:00:00.000;2016;FTI;5314;;2016-12-16 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-03-31 00:00:00.000;4270.0000;;118873;442099
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/589;Fatt. clienti italia;589;2016-02-12 00:00:00.000;2016;FTI;589;;2016-02-12 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-05-31 00:00:00.000;5993.8600;;73207;409466
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/722;Fatt. clienti italia;722;2016-02-19 00:00:00.000;2016;FTI;722;;2016-02-19 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-05-31 00:00:00.000;15704.4500;;74171;410321
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/845;Fatt. clienti italia;845;2016-02-29 00:00:00.000;2016;FTI;845;;2016-02-29 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-05-31 00:00:00.000;14823.0000;;74877;410940
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2016/975;Fatt. clienti italia;975;2016-03-04 00:00:00.000;2016;FTI;975;;2016-03-04 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2016-06-30 00:00:00.000;5559.4200;;76482;411934
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2017/1029;Fatt. clienti italia;1029;2017-03-10 00:00:00.000;2017;FTI;1029;;2017-03-10 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-06-30 00:00:00.000;1830.0000;;133347;450752
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2017/1168;Fatt. clienti italia;1168;2017-03-17 00:00:00.000;2017;FTI;1168;;2017-03-17 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-06-30 00:00:00.000;20400.2300;;133416;451533
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2017/1292;Fatt. clienti italia;1292;2017-03-24 00:00:00.000;2017;FTI;1292;;2017-03-24 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-06-30 00:00:00.000;3888.7500;;133923;452308
C   300;A.C.E.F. SPA AZIENDA CHIMICA FARMACEUTICA;;NULL;FTI/2017/1399;Fatt. clienti italia;1399;2017-03-31 00:00:00.000;2017;FTI;1399;;2017-03-31 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;2017-06-30 00:00:00.000;6883.8500;;135409;452985
